#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g24541.t1      -          PF13516_full         -            2.5e-83  274.6  89.9   1.4e-06   28.8   0.4  16.6   1   1  15  16  16  16  16 -
anno1.g24285.t1      -          PF13516_full         -            1.3e-80  265.8 127.1   8.7e-08   32.7   1.4  20.5   4   3  18  22  22  19  15 -
anno1.g24286.t1      -          PF13516_full         -            3.1e-79  261.5 126.2     1e-07   32.5   1.3  20.3   4   3  18  22  22  19  15 -
anno1.g30271.t1      -          PF13516_full         -            1.5e-73  243.2  92.8   1.4e-08   35.2   0.8  14.1   1   1  13  14  14  14  13 -
anno1.g24551.t1      -          PF13516_full         -            9.2e-73  240.7  66.5   9.2e-07   29.4   0.5  16.1   1   1  15  16  16  16  13 -
anno1.g8111.t1       -          PF13516_full         -              9e-71  234.4  59.4     5e-06   27.1   0.1  16.2   1   1  15  16  16  16  14 -
anno1.g30926.t1      -          PF13516_full         -            9.8e-60  199.0  51.0   1.8e-07   31.7   1.8  11.2   1   1  10  11  11  11  11 -
anno1.g28742.t1      -          PF13516_full         -            1.2e-54  182.7  37.2   3.1e-05   24.5   0.1  11.5   1   1  10  11  11  11  11 -
anno1.g24542.t1      -          PF13516_full         -            4.3e-54  181.0  53.8   4.1e-07   30.5   0.2  10.8   1   1   9  10  10  10  10 -
anno1.g24656.t1      -          PF13516_full         -            7.5e-51  170.6  89.2   1.9e-05   25.2   2.6  11.7   2   1  10  12  12  11  11 -
anno1.g27031.t1      -          PF13516_full         -            1.7e-49  166.3  59.3   1.8e-05   25.3   0.4  12.3   1   1  11  12  12  12  12 -
anno1.g11991.t1      -          PF13516_full         -            2.6e-47  159.3  66.3   1.3e-06   29.0   2.3  10.6   1   1   9  10  10  10   9 -
anno1.g25021.t1      -          PF13516_full         -            5.2e-46  155.1  34.8   0.00012   22.6   0.0  11.9   1   1  10  11  11  11  10 -
anno1.g4583.t1       -          PF13516_full         -            7.3e-44  148.2  74.9   1.1e-05   26.0   4.3  14.5   7   3   8  15  15  13  10 -
anno1.g10990.t1      -          PF13516_full         -              8e-43  144.9  62.0   5.4e-07   30.2   1.1   9.6   1   1   8   9   9   9   8 -
anno1.g22278.t1      -          PF13516_full         -            1.5e-42  144.0  33.8   8.3e-06   26.4   1.3   8.5   1   1   7   8   8   8   8 -
anno1.g28914.t1      -          PF13516_full         -            2.1e-42  143.5  57.3   0.00012   22.6   0.0  14.2   5   5   9  14  14  13   8 -
anno1.g25027.t1      -          PF13516_full         -            1.4e-41  140.9  35.5   2.1e-05   25.1   0.1  12.3   1   1  11  12  12  12   7 -
anno1.g27928.t1      -          PF13516_full         -            3.8e-40  136.3  16.0   1.5e-05   25.5   0.3   7.4   1   1   6   7   7   7   7 -
anno1.g27038.t1      -          PF13516_full         -            1.9e-39  134.1  52.1   3.9e-06   27.4   0.4  12.5   3   3   9  12  12  12   8 -
anno1.g17839.t1      -          PF13516_full         -              9e-38  128.7  41.0   1.5e-06   28.7   0.9   9.4   2   2   7   9   9   9   8 -
anno1.g7811.t1       -          PF13516_full         -            1.1e-37  128.5  56.4   1.1e-06   29.1   1.8   9.9   1   1   8   9   9   9   8 -
anno1.g24549.t1      -          PF13516_full         -            3.2e-37  126.9  21.2   4.7e-06   27.2   0.1   7.6   1   1   6   7   7   7   6 -
anno1.g29353.t1      -          PF13516_full         -              4e-37  126.6  56.0   0.00011   22.7   0.2  14.2   4   3  11  15  15  13   9 -
anno1.g23874.t1      -          PF13516_full         -            1.3e-36  125.0  44.7   2.2e-06   28.2   0.3  12.7   2   2  11  13  13  12   8 -
anno1.g31183.t1      -          PF13516_full         -            4.8e-36  123.2  63.4   0.00023   21.8   1.3  13.7   4   1  10  14  14  13  10 -
anno1.g8321.t1       -          PF13516_full         -              4e-35  120.2  53.7   3.7e-07   30.7   1.6  11.3   4   1   7  11  11   9   6 -
anno1.g28915.t1      -          PF13516_full         -            4.5e-35  120.1  50.7   1.6e-06   28.7   0.7  13.0   4   3  10  14  14  12   8 -
anno1.g7132.t1       -          PF13516_full         -              5e-35  119.9  21.9   0.00079   20.0   0.0  10.3   3   3   7  10  10   9   7 -
anno1.g26717.t1      -          PF13516_full         -            7.3e-35  119.4  21.2   5.7e-07   30.1   0.3   6.9   2   1   5   7   7   6   5 -
anno1.g26698.t1      -          PF13516_full         -            2.2e-34  117.9  56.3   3.4e-06   27.6   0.1  10.3   2   1   8  10  10  10   9 -
anno1.g19936.t1      -          PF13516_full         -            2.2e-34  117.9   9.1   2.7e-05   24.7   0.3   8.3   1   1   7   8   8   8   6 -
anno1.g7814.t1       -          PF13516_full         -            3.7e-34  117.1  58.9   4.7e-06   27.2   3.9  10.3   1   1   9  10  10   9   8 -
anno1.g19635.t1      -          PF13516_full         -            7.2e-34  116.2 100.5   5.2e-06   27.0   1.2  17.2   6   3  12  18  18  15  11 -
anno1.g1911.t1       -          PF13516_full         -            8.9e-32  109.5  24.9   0.00018   22.1   0.0  10.1   2   1   9  11  11   9   7 -
anno1.g3897.t1       -          PF13516_full         -            5.2e-31  107.0  20.3     8e-05   23.2   0.1   9.1   2   2   7   9   9   9   6 -
anno1.g1905.t2       -          PF13516_full         -              1e-30  106.1  24.9   9.9e-06   26.1   0.2   8.4   1   1   7   8   8   8   5 -
anno1.g7194.t1       -          PF13516_full         -            1.3e-30  105.8   8.9   8.4e-06   26.4   0.0   8.1   2   2   6   8   8   8   6 -
anno1.g29352.t1      -          PF13516_full         -            2.4e-30  104.9  42.7   6.2e-05   23.6   0.5  11.7   3   3   8  12  12  11   8 -
anno1.g5020.t1       -          PF13516_full         -            3.1e-30  104.6  55.2    0.0001   22.9   0.1  11.4   5   2   6  11  11  11   8 -
anno1.g30416.t1      -          PF13516_full         -            4.1e-30  104.2  44.2   6.8e-06   26.6   1.6   7.3   1   1   6   7   7   7   6 -
anno1.g6825.t1       -          PF13516_full         -            6.7e-30  103.5  77.6   1.3e-06   29.0   0.9  14.5   4   2  10  14  14  13   8 -
anno1.g26040.t1      -          PF13516_full         -            2.2e-29  101.9  41.7   0.00035   21.2   0.1   8.1   1   1   6   8   8   7   7 -
anno1.g27922.t1      -          PF13516_full         -            2.5e-29  101.7  18.8   1.6e-08   35.1   1.0   4.9   1   1   4   5   5   5   4 -
anno1.g28042.t1      -          PF13516_full         -            2.8e-28   98.3  32.5   4.1e-06   27.3   0.6   8.1   1   1   7   8   8   8   5 -
anno1.g8103.t1       -          PF13516_full         -            3.6e-28   98.0  11.1   6.3e-07   29.9   0.0   8.8   3   2   6   9   9   8   3 -
anno1.g1912.t1       -          PF13516_full         -            5.9e-28   97.3  38.6   0.00053   20.6   0.3   8.4   2   2   6   8   8   8   7 -
anno1.g26696.t1      -          PF13516_full         -            6.5e-28   97.1  37.8   1.5e-06   28.7   0.1   7.8   1   1   7   8   8   8   5 -
anno1.g11627.t1      -          PF13516_full         -            4.9e-26   91.1  27.8     3e-06   27.8   0.8   7.3   1   1   6   7   7   6   5 -
anno1.g15158.t1      -          PF13516_full         -            8.7e-26   90.3  20.8   0.00035   21.2   0.2   7.8   2   1   5   7   7   7   6 -
anno1.g23952.t1      -          PF13516_full         -            1.1e-25   90.0  40.9   6.9e-05   23.4   0.2  12.9   4   3   9  13  13  13   4 -
anno1.g2966.t1       -          PF13516_full         -              2e-25   89.2  28.5     2e-05   25.1   0.9   9.0   3   2   7  10  10   8   5 -
anno1.g8112.t1       -          PF13516_full         -            2.9e-25   88.6   7.5   0.00013   22.6   0.0   5.5   1   1   4   5   5   5   5 -
anno1.g8109.t1       -          PF13516_full         -              1e-24   86.9  10.6   2.4e-05   24.9   0.2   7.4   3   1   5   8   8   7   5 -
anno1.g8110.t1       -          PF13516_full         -            2.8e-24   85.5  20.3    0.0036   17.9   0.6   9.7   1   1   9  10  10   9   5 -
anno1.g24538.t1      -          PF13516_full         -            2.7e-23   82.4  27.5   1.1e-06   29.1   0.3   6.6   1   1   4   6   6   6   5 -
anno1.g8213.t1       -          PF13516_full         -            3.6e-23   82.0  35.3   6.2e-06   26.8   0.2   7.3   1   1   6   7   7   7   5 -
anno1.g30268.t1      -          PF13516_full         -              5e-23   81.5  57.4   8.3e-06   26.4   2.8   8.4   3   1   6   9   9   7   6 -
