#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g43578.t1      -          PF13927_seed         -                  0 3558.3  49.8     1e-15   59.3   0.1  80.8  81   0   0  81  81  80  80 -
anno1.g10847.t1      -          PF13927_seed         -                  0 2215.0 224.8   2.3e-13   51.7   0.3  58.7  57   1   0  57  57  57  57 -
anno1.g41491.t1      -          PF13927_seed         -                  0 1057.2  96.0     2e-16   61.5   0.2  27.7  27   0   0  27  27  27  27 -
anno1.g11643.t1      -          PF13927_seed         -           7.6e-232  751.8  26.1     6e-16   60.0   0.1  16.0  16   0   0  16  16  15  15 -
anno1.g15105.t1      -          PF13927_seed         -           7.2e-168  546.8  33.3   1.2e-17   65.4   0.1  11.3  11   0   0  11  11  11  11 -
anno1.g10848.t1      -          PF13927_seed         -           3.5e-128  419.6  20.0   4.5e-13   50.8   0.1  12.1  11   1   1  12  12  11  11 -
anno1.g33603.t1      -          PF13927_seed         -             8e-120  392.8  18.6   1.6e-15   58.7   0.1   9.7   9   0   0   9   9   9   9 -
anno1.g18325.t1      -          PF13927_seed         -           8.5e-107  351.1  31.8   6.4e-14   53.5   0.1  14.7  14   0   0  14  14  14  12 -
anno1.g35417.t2      -          PF13927_seed         -           5.4e-106  348.5  20.9   3.1e-15   57.7   0.1  11.2  10   0   0  10  10  10   9 -
anno1.g33777.t1      -          PF13927_seed         -           6.4e-102  335.5  47.4     4e-15   57.3   0.2   9.6   9   0   0   9   9   9   8 -
anno1.g33886.t1      -          PF13927_seed         -           3.3e-101  333.2  59.3   6.8e-12   47.0   1.1  12.7  12   0   0  12  12  12  12 -
anno1.g39653.t2      -          PF13927_seed         -            3.9e-95  313.7  23.4   4.3e-15   57.2   0.1   8.3   8   0   0   8   8   8   7 -
anno1.g21656.t1      -          PF13927_seed         -            9.3e-94  309.3  19.9   5.9e-15   56.8   0.0   7.3   7   0   0   7   7   7   7 -
anno1.g39580.t1      -          PF13927_seed         -            8.7e-93  306.2  14.3   2.3e-14   54.9   0.1   8.9   8   0   0   8   8   8   8 -
anno1.g33885.t1      -          PF13927_seed         -            1.6e-86  286.1  53.0   6.8e-13   50.2   2.2   9.5   9   0   0   9   9   9   8 -
anno1.g34134.t1      -          PF13927_seed         -            3.4e-86  285.1  53.6   1.6e-12   49.0   0.5  10.8  10   0   0  10  10  10   8 -
anno1.g21655.t1      -          PF13927_seed         -            1.8e-85  282.8   0.8   2.8e-14   54.7   0.0   6.2   6   0   0   6   6   6   6 -
anno1.g34351.t1      -          PF13927_seed         -            1.3e-84  280.0  34.5     5e-14   53.8   0.5  11.7  11   2   0  11  11   9   6 -
anno1.g33796.t1      -          PF13927_seed         -            5.7e-83  274.7  38.9   5.1e-15   57.0   0.3   8.0   8   0   0   8   8   7   7 -
anno1.g33981.t1      -          PF13927_seed         -            6.7e-81  268.1  45.9   2.5e-12   48.4   0.6  12.2  10   2   1  11  11  11   7 -
anno1.g18326.t2      -          PF13927_seed         -            1.8e-79  263.5  48.8   2.4e-13   51.6   0.6  12.4  11   2   0  11  11  11   9 -
anno1.g39550.t1      -          PF13927_seed         -            2.2e-79  263.2  21.2     5e-16   60.2   0.2   6.1   6   0   0   6   6   6   6 -
anno1.g39624.t1      -          PF13927_seed         -            5.2e-79  262.1  27.7   9.4e-15   56.2   0.8   6.7   7   0   0   7   7   6   6 -
anno1.g34148.t1      -          PF13927_seed         -            1.6e-76  254.1  22.7   6.5e-14   53.5   0.3   9.2   8   0   0   8   8   8   7 -
anno1.g34151.t1      -          PF13927_seed         -            2.5e-76  253.5  24.1   6.6e-16   59.9   0.7   7.3   7   0   0   7   7   6   6 -
anno1.g28885.t1      -          PF13927_seed         -            8.6e-73  242.1   3.0   2.3e-17   64.5   0.1   4.5   4   0   0   4   4   4   4 -
anno1.g41493.t1      -          PF13927_seed         -            1.3e-72  241.5  22.6   5.1e-14   53.8   0.3   8.4   8   0   0   8   8   7   7 -
anno1.g3398.t1       -          PF13927_seed         -            2.9e-72  240.4  15.9   5.1e-14   53.8   0.0   6.6   6   0   0   6   6   6   6 -
anno1.g15106.t1      -          PF13927_seed         -            2.1e-70  234.5  17.3   3.6e-17   63.9   0.2   7.7   7   0   0   7   7   5   5 -
anno1.g31031.t1      -          PF13927_seed         -            1.4e-68  228.6  23.6   1.7e-12   49.0   0.2   6.5   6   0   0   6   6   5   5 -
anno1.g35741.t1      -          PF13927_seed         -            4.1e-68  227.2   8.6   2.2e-14   55.0   0.0   7.2   6   0   0   6   6   6   5 -
anno1.g39546.t1      -          PF13927_seed         -            1.3e-67  225.5  11.4   2.3e-15   58.1   0.3   6.9   6   0   0   6   6   6   6 -
anno1.g32206.t1      -          PF13927_seed         -            2.1e-67  224.9  14.2   1.4e-15   58.8   0.1   7.1   6   0   0   6   6   6   6 -
anno1.g39660.t1      -          PF13927_seed         -            7.7e-66  219.9  11.5   6.8e-15   56.6   0.3   5.6   5   0   0   5   5   5   5 -
anno1.g33889.t1      -          PF13927_seed         -            1.1e-65  219.4  27.7   3.4e-12   48.0   0.2   7.5   7   0   0   7   7   7   6 -
anno1.g32210.t1      -          PF13927_seed         -              1e-64  216.3  14.0   5.5e-15   56.9   0.1   7.2   6   0   0   6   6   6   6 -
anno1.g39650.t1      -          PF13927_seed         -            2.8e-63  211.6  12.5   1.3e-12   49.3   0.7   6.7   6   0   0   6   6   6   6 -
anno1.g4642.t1       -          PF13927_seed         -            4.7e-63  210.9   6.0   6.9e-15   56.6   0.0   5.8   5   0   0   5   5   5   4 -
anno1.g17373.t1      -          PF13927_seed         -            5.6e-63  210.7  12.7   2.9e-08   35.4   0.1   8.5   8   0   0   8   8   8   8 -
