#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
anno1.g14331.t1      -          PF12799_full         -            5.1e-75  248.5 104.7   1.9e-08   34.9   6.5  13.8   4   4  10  14  14  13  12 -
anno1.g36262.t1      -          PF12799_full         -            8.4e-69  228.6  89.9   8.7e-10   39.2   7.3  11.8   2   2  11  13  13  13  13 -
anno1.g17511.t1      -          PF12799_full         -            4.7e-62  206.9  54.7   7.9e-10   39.3   0.2   9.7   1   1  10  11  11  11  11 -
anno1.g6659.t1       -          PF12799_full         -            3.9e-60  200.8  73.6   6.1e-10   39.7   1.9  11.2   2   2  11  13  13  13  13 -
anno1.g3938.t1       -          PF12799_full         -            4.5e-53  178.1  43.0   1.5e-13   51.3   2.0   6.5   1   1   7   8   8   8   8 -
anno1.g31931.t1      -          PF12799_full         -            5.7e-51  171.4  64.4   8.9e-10   39.2   1.0   8.7   1   1   6   8   8   8   8 -
anno1.g6666.t1       -          PF12799_full         -            2.6e-47  159.6  39.8   5.2e-07   30.3   0.4   9.4   1   1   8   9   9   9   8 -
anno1.g151.t1        -          PF12799_full         -            2.7e-44  150.0  87.2   3.2e-05   24.5   1.6  15.7   3   2  10  15  15  14  10 -
anno1.g8830.t1       -          PF12799_full         -            3.2e-41  140.1  57.3   6.2e-10   39.7   0.8   8.8   1   1   8   9   9   9   8 -
anno1.g4478.t1       -          PF12799_full         -            7.3e-41  138.9  31.5     2e-11   44.5   0.1   6.5   1   1   6   7   7   7   7 -
anno1.g5216.t1       -          PF12799_full         -            2.4e-38  130.9  17.0   1.1e-08   35.7   0.0   7.0   1   1   6   7   7   7   7 -
anno1.g42106.t1      -          PF12799_full         -            5.6e-38  129.7  31.4   2.5e-08   34.5   0.2   8.0   1   1   7   8   8   8   6 -
anno1.g15442.t1      -          PF12799_full         -            2.5e-33  114.8  53.0   6.4e-07   30.0   2.7   7.6   1   1   6   7   7   7   7 -
anno1.g6232.t1       -          PF12799_full         -            8.9e-33  113.0  42.0   2.6e-07   31.3   3.3   8.3   1   1   7   8   8   8   7 -
anno1.g42021.t1      -          PF12799_full         -            1.8e-32  112.0  42.7   5.7e-08   33.4   1.5   5.2   1   1   5   6   6   6   6 -
anno1.g23015.t1      -          PF12799_full         -            2.9e-30  104.9  35.3   4.5e-08   33.7   0.0   5.3   1   1   4   5   5   5   4 -
anno1.g42359.t1      -          PF12799_full         -            1.1e-28   99.9  41.8   8.9e-06   26.3   4.8   7.2   2   1   4   6   6   6   5 -
anno1.g2175.t1       -          PF12799_full         -            2.6e-28   98.6  19.7   3.8e-11   43.6   0.2   4.1   1   1   3   4   4   4   4 -
anno1.g8218.t1       -          PF12799_full         -            8.3e-28   97.0  39.8   1.1e-10   42.1   6.6   7.7   3   3   4   7   7   7   7 -
anno1.g15140.t1      -          PF12799_full         -              1e-27   96.7  71.2   3.7e-08   34.0   3.1   5.9   1   1   7   8   8   8   8 -
anno1.g21463.t1      -          PF12799_full         -            4.4e-27   94.7  33.5   1.2e-11   45.2   7.5   4.7   2   1   3   5   5   5   4 -
anno1.g13519.t1      -          PF12799_full         -            5.5e-27   94.4  27.3   4.5e-08   33.7   3.0   5.5   1   1   3   4   4   4   4 -
anno1.g6130.t1       -          PF12799_full         -            1.4e-25   89.9  46.6     4e-11   43.5   4.3   5.7   3   1   3   6   6   4   4 -
anno1.g2726.t1       -          PF12799_full         -            3.9e-25   88.5  30.4   1.2e-06   29.1   3.5   6.6   1   1   6   7   7   7   7 -
anno1.g23721.t1      -          PF12799_full         -              6e-25   87.9  31.8   6.2e-09   36.5   4.2   5.5   2   1   4   6   6   4   4 -
anno1.g10576.t1      -          PF12799_full         -            6.6e-25   87.7  50.9   1.6e-07   32.0   1.9   6.7   1   1   5   6   6   6   5 -
anno1.g31676.t1      -          PF12799_full         -            1.5e-23   83.4  27.4   1.2e-06   29.1   1.9   4.5   1   1   4   5   5   5   5 -
anno1.g12002.t1      -          PF12799_full         -            8.9e-22   77.7  13.9   1.7e-11   44.7   1.4   3.9   2   1   1   3   3   3   3 -
anno1.g644.t1        -          PF12799_full         -            1.6e-21   76.9  38.5   1.7e-05   25.5   0.3   7.3   3   1   4   7   7   6   5 -
anno1.g6031.t1       -          PF12799_full         -            6.6e-21   74.9  19.2   1.2e-05   25.9   0.0   5.5   1   1   4   5   5   5   5 -
anno1.g13518.t1      -          PF12799_full         -            1.1e-20   74.1   4.5   2.3e-08   34.6   0.1   3.1   1   1   2   3   3   3   3 -
anno1.g13827.t1      -          PF12799_full         -              3e-20   72.8  13.2   6.5e-09   36.4   2.2   3.9   1   1   3   4   4   4   3 -
anno1.g33612.t1      -          PF12799_full         -            3.7e-19   69.3  18.9   4.6e-08   33.7   2.4   3.3   1   1   2   3   3   3   3 -
anno1.g5212.t1       -          PF12799_full         -            9.6e-19   68.0  24.0   0.00045   20.9   3.3   6.5   1   1   5   6   6   6   3 -
anno1.g30317.t1      -          PF12799_full         -            2.5e-18   66.6  20.4   2.6e-11   44.1   3.2   3.4   1   1   2   3   3   3   3 -
anno1.g2083.t1       -          PF12799_full         -            2.8e-18   66.5  12.7   7.7e-06   26.5   0.0   4.3   1   1   2   3   3   3   3 -
anno1.g22791.t1      -          PF12799_full         -            7.5e-18   65.1  23.3    0.0033   18.1   0.1   6.5   2   2   4   6   6   6   5 -
anno1.g517.t1        -          PF12799_full         -            1.1e-17   64.5  28.7     2e-06   28.4   6.7   5.1   1   1   4   5   5   5   5 -
anno1.g4610.t1       -          PF12799_full         -            1.5e-17   64.1  21.6   1.5e-09   38.4   4.2   3.6   1   1   2   3   3   3   3 -
anno1.g30937.t2      -          PF12799_full         -            2.5e-17   63.4  24.9   1.3e-10   41.8   4.4   2.9   1   1   2   3   3   3   3 -
anno1.g2421.t1       -          PF12799_full         -            3.3e-17   63.0  12.4   3.6e-08   34.0   0.2   3.9   2   1   2   4   4   3   3 -
anno1.g192.t1        -          PF12799_full         -            5.1e-17   62.4  37.9   7.5e-05   23.4   0.5   8.1   2   2   7   9   9   8   5 -
anno1.g15606.t1      -          PF12799_full         -            5.6e-17   62.3  13.5   7.9e-09   36.1   2.4   2.9   1   1   1   2   2   2   2 -
anno1.g16146.t1      -          PF12799_full         -            5.8e-17   62.2  20.5   5.6e-08   33.4   6.0   5.2   2   1   3   5   5   5   2 -
anno1.g42731.t1      -          PF12799_full         -            2.6e-16   60.1  38.3   0.00075   20.2   0.5   8.0   1   1   7   8   8   8   4 -
anno1.g3671.t1       -          PF12799_full         -            5.4e-16   59.1  11.3   9.1e-07   29.5   1.7   3.7   1   1   3   4   4   4   3 -
anno1.g848.t2        -          PF12799_full         -            8.9e-16   58.4  13.0   2.6e-08   34.5   2.6   3.4   1   1   2   3   3   3   3 -
anno1.g7971.t1       -          PF12799_full         -              7e-15   55.6  18.2   1.2e-07   32.3   1.0   4.5   2   1   2   4   4   4   3 -
anno1.g1631.t1       -          PF12799_full         -            9.7e-15   55.1  16.9   7.4e-05   23.4   0.0   3.7   1   1   2   3   3   3   3 -
anno1.g44239.t1      -          PF12799_full         -            1.7e-14   54.3   6.3   4.9e-07   30.4   1.2   2.5   1   1   1   2   2   2   2 -
anno1.g3464.t2       -          PF12799_full         -            2.5e-14   53.8  14.6   1.4e-09   38.6   2.3   2.8   1   1   1   2   2   2   2 -
anno1.g6155.t1       -          PF12799_full         -            3.6e-14   53.3  24.1   2.7e-05   24.8   4.9   4.1   1   1   3   4   4   4   4 -
anno1.g14385.t1      -          PF12799_full         -            9.6e-14   51.9  19.0   5.4e-05   23.8   4.9   3.7   1   1   2   3   3   3   3 -
anno1.g32376.t1      -          PF12799_full         -            1.1e-13   51.7  14.1   1.7e-08   35.1   4.6   2.6   1   1   1   2   2   2   2 -
anno1.g30073.t1      -          PF12799_full         -            4.3e-13   49.8   5.9   4.9e-10   40.0   0.7   2.4   1   1   1   2   2   2   2 -
anno1.g2444.t1       -          PF12799_full         -              5e-13   49.6  22.0   2.4e-05   25.0   6.3   3.7   1   1   2   3   3   3   3 -
anno1.g27309.t1      -          PF12799_full         -            5.3e-13   49.5  30.6     0.037   14.7   0.4   6.9   2   2   5   7   7   6   4 -
anno1.g12615.t1      -          PF12799_full         -            1.4e-12   48.1   9.8   4.4e-05   24.1   4.4   4.0   1   1   1   2   2   2   2 -
anno1.g28810.t1      -          PF12799_full         -            2.1e-12   47.6   3.9   3.4e-08   34.1   0.7   2.8   2   1   1   3   3   2   2 -
anno1.g19724.t1      -          PF12799_full         -            5.5e-12   46.3  28.6   0.00057   20.5   0.1   8.8   3   2   4   9   9   7   3 -
anno1.g37311.t1      -          PF12799_full         -            5.7e-12   46.2   9.0   3.2e-07   31.0   0.2   3.0   1   1   2   3   3   3   2 -
anno1.g11091.t1      -          PF12799_full         -            9.1e-12   45.6  25.1     0.073   13.8   2.5   7.5   2   2   4   7   7   6   3 -
anno1.g32304.t1      -          PF12799_full         -            1.5e-11   44.9  14.4   1.7e-07   31.9   1.2   3.4   1   1   2   3   3   3   3 -
anno1.g33991.t1      -          PF12799_full         -            1.5e-11   44.8  28.7   1.1e-05   26.0   3.9   5.2   2   1   4   6   6   5   3 -
anno1.g32897.t2      -          PF12799_full         -            4.4e-11   43.4  16.9   1.1e-07   32.4   5.4   3.6   1   1   1   2   2   2   2 -
anno1.g11931.t1      -          PF12799_full         -            4.7e-11   43.3  10.6   5.7e-06   27.0   1.3   3.3   1   1   2   3   3   3   3 -
anno1.g17319.t1      -          PF12799_full         -            2.1e-10   41.2  11.4   1.2e-06   29.1   0.1   2.6   1   1   1   2   2   2   2 -
anno1.g11843.t1      -          PF12799_full         -            3.7e-10   40.4  13.0     0.028   15.1   0.2   8.4   3   2   6   9   9   9   3 -
anno1.g13203.t1      -          PF12799_full         -            4.9e-10   40.0  14.8   1.8e-08   35.0   5.9   2.6   1   1   1   2   2   2   2 -
anno1.g22768.t1      -          PF12799_full         -            5.6e-10   39.8   9.8   4.9e-06   27.2   0.9   2.9   1   1   2   3   3   3   3 -
anno1.g8398.t1       -          PF12799_full         -            1.2e-09   38.7   7.4   4.7e-06   27.2   3.5   3.3   1   1   2   3   3   3   2 -
anno1.g32658.t1      -          PF12799_full         -            1.6e-09   38.4  12.4   6.8e-06   26.7   2.1   3.1   1   1   2   3   3   3   2 -
anno1.g7280.t1       -          PF12799_full         -            1.7e-09   38.3  13.0    0.0019   18.9   3.4   3.6   1   1   2   3   3   3   2 -
anno1.g43101.t1      -          PF12799_full         -            1.7e-09   38.2  16.1     7e-05   23.5   1.4   4.4   1   1   2   3   3   3   3 -
anno1.g3304.t1       -          PF12799_full         -            2.7e-09   37.6   6.8   0.00021   21.9   4.4   2.9   1   1   1   2   2   2   2 -
anno1.g19289.t1      -          PF12799_full         -            3.2e-09   37.4   8.9   0.00014   22.5   5.2   2.6   2   1   1   3   3   2   2 -
anno1.g38062.t1      -          PF12799_full         -            5.4e-09   36.7   0.7   3.2e-08   34.2   0.1   2.2   2   1   0   2   2   2   1 -
anno1.g18631.t1      -          PF12799_full         -            8.1e-09   36.1  20.5      0.25   12.1   2.6   7.9   2   1   5   7   7   6   3 -
anno1.g2003.t1       -          PF12799_full         -              2e-08   34.9   5.6   4.2e-06   27.4   0.5   3.3   1   1   2   3   3   2   1 -
anno1.g32075.t1      -          PF12799_full         -            2.3e-08   34.6   3.9   0.00024   21.7   0.0   3.2   1   1   2   3   3   3   3 -
anno1.g1596.t1       -          PF12799_full         -            3.3e-08   34.1  24.6     0.011   16.5   2.5   6.3   3   2   3   6   6   6   3 -
anno1.g3175.t1       -          PF12799_full         -            1.6e-07   31.9   0.5   3.8e-07   30.8   0.5   1.6   1   0   0   1   1   1   1 -
anno1.g16755.t1      -          PF12799_full         -            2.1e-07   31.6   0.0       1.6    9.4   0.0   6.0   1   1   4   5   5   5   1 -
anno1.g18704.t1      -          PF12799_full         -            3.3e-07   30.9  13.0     0.048   14.4   0.0   3.8   1   1   3   4   4   4   2 -
anno1.g4176.t1       -          PF12799_full         -            7.4e-07   29.8   1.8   1.3e-06   29.0   1.8   1.4   1   0   0   1   1   1   1 -
anno1.g9766.t1       -          PF12799_full         -            7.8e-07   29.7   0.6   4.7e-06   27.2   0.3   2.4   1   1   1   2   2   2   1 -
anno1.g18125.t2      -          PF12799_full         -              1e-06   29.3   3.8   2.5e-05   24.9   0.1   2.7   1   1   1   2   2   2   2 -
anno1.g6660.t1       -          PF12799_full         -            1.1e-06   29.3  22.1    0.0058   17.3   3.1   5.3   2   1   2   4   4   4   3 -
anno1.g7242.t1       -          PF12799_full         -            1.8e-06   28.6   2.0     0.002   18.8   0.2   2.2   1   1   1   2   2   2   2 -
anno1.g35970.t1      -          PF12799_full         -            1.9e-06   28.5   2.3       0.1   13.3   0.0   4.7   2   1   3   5   5   4   1 -
anno1.g13826.t1      -          PF12799_full         -            2.9e-06   27.9   0.6     3e-06   27.9   0.6   1.1   1   0   0   1   1   1   1 -
anno1.g1759.t1       -          PF12799_full         -            4.6e-06   27.3   7.7   0.00047   20.8   1.2   3.7   1   1   2   3   3   3   1 -
anno1.g15946.t1      -          PF12799_full         -            6.3e-06   26.8  20.8     0.016   15.9   1.8   5.9   4   3   2   6   6   5   3 -
anno1.g24567.t1      -          PF12799_full         -            6.8e-06   26.7   0.4    0.0014   19.3   0.0   3.1   3   1   0   3   3   3   1 -
anno1.g5626.t1       -          PF12799_full         -            8.4e-06   26.4  21.7       2.8    8.7   1.3   6.1   2   1   4   6   6   6   0 -
anno1.g7267.t1       -          PF12799_full         -            8.7e-06   26.4  19.0    0.0071   17.0   1.2   5.0   2   2   2   4   4   4   3 -
anno1.g1585.t1       -          PF12799_full         -            1.7e-05   25.4   1.6   2.4e-05   24.9   0.4   1.8   2   0   0   2   2   1   1 -
anno1.g8360.t1       -          PF12799_full         -            2.1e-05   25.1  10.0     0.089   13.5   0.0   5.0   2   2   1   4   4   4   1 -
anno1.g21422.t1      -          PF12799_full         -            2.5e-05   24.9   1.4     0.031   15.0   0.2   3.9   1   1   3   4   4   3   1 -
anno1.g19722.t1      -          PF12799_full         -            2.8e-05   24.7  22.8     0.015   16.0   0.3   6.6   1   1   6   7   7   6   2 -
anno1.g36966.t1      -          PF12799_full         -            5.5e-05   23.8  10.7      0.07   13.8   0.1   5.2   2   2   4   6   6   6   3 -
anno1.g8310.t1       -          PF12799_full         -            5.6e-05   23.8   0.0    0.0016   19.1   0.0   2.9   1   1   2   3   3   3   2 -
anno1.g31886.t1      -          PF12799_full         -              6e-05   23.7   3.2   0.00027   21.6   1.6   2.8   1   1   1   2   2   2   1 -
anno1.g27798.t1      -          PF12799_full         -            6.1e-05   23.7  11.6    0.0007   20.2   6.5   2.4   1   1   1   2   2   2   2 -
anno1.g20771.t1      -          PF12799_full         -            6.7e-05   23.5   0.0     0.052   14.3   0.0   3.5   1   1   2   3   3   3   1 -
anno1.g35951.t2      -          PF12799_full         -            8.8e-05   23.1  13.5     0.012   16.3   0.1   4.8   1   1   3   4   4   4   3 -
anno1.g6008.t1       -          PF12799_full         -            0.00012   22.8  15.0     0.014   16.1   0.7   3.7   1   1   2   3   3   3   2 -
anno1.g17298.t1      -          PF12799_full         -            0.00012   22.7   6.2      0.47   11.2   0.1   2.5   1   1   1   2   2   2   2 -
anno1.g15697.t1      -          PF12799_full         -            0.00012   22.7   3.6      0.51   11.1   0.1   4.2   3   2   0   3   3   3   1 -
anno1.g18546.t1      -          PF12799_full         -            0.00027   21.6   0.1       1.5    9.5   0.1   3.6   3   0   0   3   3   3   1 -
anno1.g3760.t1       -          PF12799_full         -             0.0004   21.0  19.2       0.2   12.4   0.0   5.4   2   1   3   5   5   5   2 -
anno1.g20286.t1      -          PF12799_full         -            0.00046   20.8   0.6    0.0016   19.1   0.5   1.9   1   1   0   2   2   1   1 -
anno1.g3687.t1       -          PF12799_full         -            0.00046   20.8   0.0    0.0015   19.2   0.0   1.8   1   0   0   1   1   1   1 -
anno1.g28506.t1      -          PF12799_full         -            0.00065   20.4   0.5    0.0026   18.4   0.4   1.9   1   1   0   1   1   1   1 -
anno1.g42687.t1      -          PF12799_full         -            0.00094   19.9  10.4      0.91   10.3   0.2   4.4   2   2   1   3   3   3   1 -
anno1.g29359.t1      -          PF12799_full         -             0.0013   19.4   3.1       0.3   11.8   0.3   3.4   1   1   2   3   3   3   1 -
anno1.g4055.t1       -          PF12799_full         -             0.0014   19.3   0.2    0.0029   18.3   0.2   1.5   1   0   0   1   1   1   1 -
anno1.g7131.t1       -          PF12799_full         -             0.0014   19.3   4.9      0.51   11.1   0.3   2.8   1   1   1   2   2   2   1 -
anno1.g15641.t1      -          PF12799_full         -             0.0017   19.0   8.0       2.5    8.8   0.1   4.6   1   1   2   4   4   4   1 -
anno1.g30589.t1      -          PF12799_full         -             0.0019   18.8   2.5    0.0019   18.8   2.5   2.1   2   0   0   2   2   1   1 -
anno1.g31901.t1      -          PF12799_full         -             0.0023   18.6   3.1      0.32   11.7   0.1   4.3   2   1   1   3   3   3   1 -
anno1.g13231.t1      -          PF12799_full         -             0.0031   18.2  11.0      0.53   11.0   1.0   3.7   1   1   2   3   3   3   1 -
anno1.g1764.t1       -          PF12799_full         -             0.0035   18.0  12.0       7.4    7.3   1.0   4.8   1   1   3   4   4   4   0 -
anno1.g3417.t1       -          PF12799_full         -             0.0042   17.8   8.7      0.13   13.0   0.0   4.4   2   1   2   4   4   4   1 -
anno1.g33269.t1      -          PF12799_full         -             0.0053   17.4   0.0      0.14   12.9   0.0   2.8   2   0   0   2   2   2   1 -
anno1.g14564.t1      -          PF12799_full         -             0.0058   17.3  11.4      0.74   10.5   0.3   5.4   4   1   2   6   6   5   1 -
anno1.g13981.t2      -          PF12799_full         -             0.0064   17.2   2.7       2.7    8.8   0.1   4.3   3   1   1   4   4   4   1 -
anno1.g19149.t1      -          PF12799_full         -             0.0065   17.2   5.3      0.13   13.0   0.1   3.7   2   2   1   4   4   3   1 -
anno1.g7766.t1       -          PF12799_full         -             0.0074   17.0   5.7      0.14   12.9   0.6   3.6   2   1   1   3   3   2   1 -
anno1.g37093.t1      -          PF12799_full         -             0.0095   16.6  17.6      0.65   10.7   0.3   4.2   2   1   2   4   4   3   1 -
anno1.g8176.t1       -          PF12799_full         -              0.016   15.9  11.5       1.9    9.3   0.1   3.3   1   1   1   3   3   3   0 -
anno1.g25527.t1      -          PF12799_full         -              0.025   15.3   1.9       4.2    8.1   0.1   3.4   2   1   2   4   4   3   0 -
anno1.g26855.t1      -          PF12799_full         -              0.026   15.2   0.8     0.026   15.2   0.8   5.4   2   1   1   4   4   3   0 -
anno1.g9286.t1       -          PF12799_full         -              0.032   14.9   1.1     0.032   14.9   1.1   3.8   3   1   2   5   5   2   0 -
anno1.g11636.t1      -          PF12799_full         -              0.037   14.7   3.9      0.98   10.2   0.2   2.8   3   0   0   3   3   2   0 -
anno1.g37662.t1      -          PF12799_full         -              0.038   14.7  10.2       1.8    9.3   1.4   4.5   1   1   2   3   3   3   0 -
anno1.g7109.t1       -          PF12799_full         -              0.041   14.6   2.5        15    6.4   0.0   4.0   4   1   1   5   5   3   0 -
anno1.g20951.t1      -          PF12799_full         -              0.057   14.1   5.8        33    5.3   0.1   4.8   2   2   1   4   4   4   0 -
anno1.g30942.t1      -          PF12799_full         -              0.066   13.9   0.0     0.099   13.4   0.0   1.4   1   0   0   1   1   1   0 -
anno1.g22441.t1      -          PF12799_full         -              0.082   13.6   0.1      0.14   12.9   0.1   1.3   1   0   0   1   1   1   0 -
anno1.g29484.t1      -          PF12799_full         -              0.092   13.5   4.9       2.9    8.7   0.1   2.3   1   1   2   3   3   2   0 -
anno1.g25369.t1      -          PF12799_full         -                0.1   13.3  13.2      0.17   12.6   6.4   2.6   1   1   1   2   2   2   0 -
anno1.g33949.t1      -          PF12799_full         -               0.11   13.3   0.1      0.71   10.6   0.1   2.0   1   1   1   2   2   2   0 -
anno1.g3255.t1       -          PF12799_full         -               0.13   13.0  22.0       1.6    9.5   1.9   5.7   1   1   6   7   7   7   0 -
anno1.g16788.t1      -          PF12799_full         -               0.16   12.7   7.2       0.4   11.4   0.1   3.8   3   2   1   5   5   3   0 -
anno1.g22440.t1      -          PF12799_full         -               0.23   12.2   0.0      0.79   10.5   0.0   1.7   1   1   1   2   2   1   0 -
anno1.g16717.t1      -          PF12799_full         -               0.27   12.0  20.5        12    6.6   1.2   5.3   2   2   0   3   3   3   0 -
anno1.g1643.t1       -          PF12799_full         -                0.3   11.8  10.8       1.5    9.6   0.1   4.4   2   1   2   5   5   4   0 -
anno1.g6233.t1       -          PF12799_full         -               0.31   11.8   0.0      0.65   10.7   0.0   1.5   1   0   0   1   1   1   0 -
anno1.g173.t1        -          PF12799_full         -               0.36   11.5  30.2       2.5    8.8   7.7   5.5   1   1   3   5   5   5   0 -
anno1.g44482.t1      -          PF12799_full         -               0.39   11.4  11.3      0.45   11.2   6.8   2.7   2   2   0   2   2   2   0 -
anno1.g32231.t2      -          PF12799_full         -                0.6   10.9   8.5      0.89   10.3   5.1   2.4   1   1   1   2   2   2   0 -
anno1.g2642.t1       -          PF12799_full         -               0.66   10.7   9.9       4.8    7.9   0.1   4.5   3   1   1   4   4   3   0 -
anno1.g6023.t1       -          PF12799_full         -               0.73   10.6  10.3      0.77   10.5   0.8   3.2   1   1   2   3   3   3   0 -
anno1.g29595.t1      -          PF12799_full         -               0.74   10.6  15.4      0.94   10.2   0.4   3.1   2   1   1   3   3   2   0 -
anno1.g32842.t1      -          PF12799_full         -               0.83   10.4  15.7       3.3    8.5   4.4   3.8   2   1   1   3   3   2   0 -
anno1.g1765.t1       -          PF12799_full         -                1.7    9.4  22.9        14    6.5   0.8   6.3   1   1   5   6   6   6   0 -
anno1.g27469.t1      -          PF12799_full         -                4.3    8.1  11.7       2.3    9.0   0.0   4.9   3   3   1   5   5   3   0 -
anno1.g17321.t1      -          PF12799_full         -                4.5    8.0  26.4      0.68   10.7   2.6   5.6   2   1   4   6   6   4   0 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      ../output/PF12799_full_profile.hmm
# Target file:     ../input/braker_aa_files/m_capitata_soft_mask_braker_filtered_proteins.fa
# Option settings: hmmsearch --tblout ../output/hmmer_txt_output/braker3_gff/m_capitata_soft_mask_braker_filtered_proteins_PF12799_full_profile_hmmer_braker3_gff_results.txt ../output/PF12799_full_profile.hmm ../input/braker_aa_files/m_capitata_soft_mask_braker_filtered_proteins.fa 
# Current dir:     /home/tanya/Work_files/TIR_Domains/Coral/procedure
# Date:            Sat Feb 15 18:56:13 2025
# [ok]
