"","TLR"
"Halococcaceae",2.17767604318714
"Unclassified Woesearchaeia",-2.45555096200729
"Nitrosopumilaceae",-3.73324878218302
"Solibacteraceae (Subgroup 3)",-2.39999603857773
"Unclassified Subgroup 6",-0.202090609119962
"Bacteria_Acidobacteria_Subgroup 6_uncultured bacterium_uncultured bacterium",-1.61568453794462
"Unclassified Subgroup 9",-1.56320403613499
"Thermoanaerobaculaceae",-2.70879137927801
"Unclassified Acidobacteria",0.354246888115631
"Bacteria_Actinobacteria_Acidimicrobiia_Actinomarinales_uncultured",-3.29603607235277
"Ilumatobacteraceae",-0.829296266909782
"Microtrichaceae",-3.92686215261692
"Corynebacteriaceae",3.07328821541432
"Mycobacteriaceae",-1.21206415674882
"Geodermatophilaceae",0.59837884744022
"Micrococcaceae",2.19194389118616
"Nocardioidaceae",0.350904706094908
"Pseudonocardiaceae",0.970664239466851
"Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_uncultured",-1.83729161766504
"Solirubrobacteraceae",0.313476191897452
"Bacteria_AncK6_uncultured bacterium_uncultured bacterium_uncultured bacterium",-1.62946736532011
"Bacteroidaceae",2.76032204324513
"Prevotellaceae",3.16356604682255
"Chitinophagaceae",0.109071353624978
"Saprospiraceae",-1.85737322988978
"Amoebophilaceae",0.308605122922204
"Cyclobacteriaceae",-0.654465385287602
"Spirosomaceae",0.138153514366744
"Unclassified Cytophagales",-0.870349280473064
"Cryomorphaceae",-0.669490673188011
"Flavobacteriaceae",-2.89158586741437
"Weeksellaceae",0.0671194651446962
"Unclassified Bacteroidia",-0.716732216725352
"Rhodothermaceae",-1.86442894606105
"Simkaniaceae",-1.06146232675877
"Caldilineaceae",-3.36699641035809
"A4b",-3.49250519700016
"Chloroflexaceae",-0.764228021847947
"Unclassified SAR202 clade",-2.17968758406766
"Bacteria_Chloroflexi_Dehalococcoidia_SAR202 clade_uncultured Chloroflexi bacterium",-0.60427820812061
"Bacteria_Chloroflexi_TK17_uncultured Chloroflexi bacterium_uncultured Chloroflexi bacterium",-1.80650611259706
"Unclassified Chloroflexi",-1.37207699748138
"Chroococcidiopsaceae",0.409583444846288
"Xenococcaceae",0.567492054736357
"Nodosilineaceae",-0.204211733297535
"Cyanobiaceae",-0.00920897439558154
"Bacteria_Dadabacteria_Dadabacteriia_Dadabacteriales_uncultured bacterium",-3.51399898891299
"Deinococcaceae",2.70965080904294
"Thermaceae",4.60795585645892
"Entotheonellaceae",-1.37809805030716
"Alicyclobacillaceae",1.66254314678657
"Bacillaceae",3.6538814771868
"Staphylococcaceae",3.27676260514623
"Enterococcaceae",3.01485654761957
"Lactobacillaceae",2.17891340266824
"Streptococcaceae",1.60114793195403
"Clostridiaceae 1",0.655992763345928
"Clostridiaceae 4",-1.55278110447793
"Bacteria_Firmicutes_Clostridia_Clostridiales_Family XI",1.23172294870919
"Lachnospiraceae",0.158294815129503
"Peptococcaceae",1.40299000511859
"Peptostreptococcaceae",0.454005508329127
"Ruminococcaceae",0.371357659285865
"Unclassified Clostridiales",-0.64640626868184
"Erysipelotrichaceae",0.156683794648703
"Veillonellaceae",1.87755490412316
"Fusobacteriaceae",0.554567734194951
"Bacteria_Gemmatimonadetes_BD2-11 terrestrial group_uncultured bacterium_uncultured bacterium",-2.10080023288576
"Halanaerobiaceae",0.689846996130128
"Nitrospiraceae",-2.73986596936846
"Bacteria_PAUC34f_uncultured bacterium_uncultured bacterium_uncultured bacterium",-1.65295850406521
"Bacteria_Planctomycetes_OM190_uncultured bacterium_uncultured bacterium",-1.76310992654426
"Phycisphaeraceae",-3.26352997009825
"Pirellulaceae",-7.42674213642424
"Rubinisphaeraceae",-2.82131094962928
"Caulobacteraceae",3.6404596381163
"Hyphomonadaceae",-0.298702105513352
"Parvularculaceae",-1.1480903793641
"Beijerinckiaceae",-1.6332894543182
