#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
g16948.t1            -          PF13519_full         -                  0 1621.6  93.0   5.5e-11   44.3   0.1  61.0  60   2   2  62  62  59  56 -
g7824.t1             -          PF13519_full         -           1.5e-280  927.1 139.3   5.1e-15   57.5   0.3  33.2  32   1   1  33  33  33  33 -
g34535.t4            -          PF13519_full         -           8.3e-278  918.1  97.8   4.8e-16   60.9   0.0  25.6  25   0   0  25  25  25  25 -
g34535.t3            -          PF13519_full         -           2.4e-276  913.3  92.2   7.1e-16   60.3   0.0  25.6  25   0   0  25  25  25  25 -
g34535.t2            -          PF13519_full         -             2e-234  776.0  71.0   3.6e-16   61.3   0.0  19.8  20   1   0  20  20  19  19 -
g39544.t1            -          PF13519_full         -           3.6e-185  614.8  43.1   6.5e-13   50.6   0.1  17.1  17   0   0  17  17  17  17 -
g39544.t2            -          PF13519_full         -           3.8e-185  614.6  43.1   6.5e-13   50.6   0.1  17.1  17   0   0  17  17  17  17 -
g34535.t1            -          PF13519_full         -           6.7e-169  561.5  46.4   2.5e-16   61.8   0.0  14.6  14   1   0  14  14  14  14 -
g7821.t2             -          PF13519_full         -             3e-130  434.9  38.0   9.2e-14   53.4   0.1  11.1   9   2   2  11  11  11  11 -
g36396.t1            -          PF13519_full         -           4.8e-103  345.8  43.9   2.6e-14   55.2   0.7  10.1  10   0   0  10  10  10  10 -
g5362.t1             -          PF13519_full         -            3.3e-81  274.3  34.6   1.3e-15   59.4   0.1  11.3  11   0   0  11  11  11   8 -
g36392.t1            -          PF13519_full         -            1.5e-79  268.9   6.9   2.1e-16   62.0   0.0   6.2   6   0   0   6   6   6   6 -
g7821.t1             -          PF13519_full         -            9.7e-71  240.0  12.0   3.7e-14   54.7   0.1   5.2   4   1   1   5   5   5   5 -
g39543.t1            -          PF13519_full         -            3.8e-69  234.8  25.8   4.6e-09   38.0   0.1  11.2  11   0   0  11  11  11   7 -
g14437.t1            -          PF13519_full         -              2e-63  216.1  14.9   8.8e-16   60.0   0.0   6.9   4   2   2   7   7   5   5 -
g14437.t2            -          PF13519_full         -              3e-63  215.5  16.6   7.8e-16   60.2   0.0   7.0   4   2   1   7   7   5   5 -
g7825.t1             -          PF13519_full         -            1.1e-57  197.2  19.7   2.5e-12   48.7   0.5   6.1   6   0   0   6   6   6   6 -
g7823.t1             -          PF13519_full         -            2.2e-55  189.7  14.3   1.6e-13   52.6   0.0   5.3   5   0   0   5   5   5   4 -
g7820.t1             -          PF13519_full         -            5.2e-53  181.9  16.9   3.8e-14   54.6   0.0   6.2   6   0   0   6   6   6   6 -
g10075.t1            -          PF13519_full         -            1.8e-50  173.6   0.2   2.8e-09   38.7   0.0   5.2   5   0   0   5   5   5   5 -
g5364.t1             -          PF13519_full         -              1e-48  167.8   2.7   1.3e-14   56.2   0.0   4.5   5   0   0   5   5   4   4 -
g29982.t2            -          PF13519_full         -            1.1e-47  164.5   0.0   1.5e-14   56.0   0.1   3.2   3   0   0   3   3   3   3 -
g29982.t1            -          PF13519_full         -            1.3e-47  164.3   0.0   1.6e-14   55.9   0.1   3.2   3   0   0   3   3   3   3 -
g13427.t3            -          PF13519_full         -            4.1e-47  162.6   0.2   4.9e-12   47.8   0.2   4.2   4   0   0   4   4   4   4 -
g13427.t1            -          PF13519_full         -            4.1e-47  162.6   0.2   4.9e-12   47.7   0.2   4.2   4   0   0   4   4   4   4 -
g13427.t2            -          PF13519_full         -            4.1e-47  162.6   0.2   4.9e-12   47.7   0.2   4.2   4   0   0   4   4   4   4 -
g13427.t4            -          PF13519_full         -            4.5e-47  162.5   0.2     5e-12   47.7   0.2   4.2   4   0   0   4   4   4   4 -
g39461.t1            -          PF13519_full         -            5.4e-36  126.2   2.1   1.3e-13   52.9   0.1   3.2   3   0   0   3   3   3   3 -
g25970.t1            -          PF13519_full         -              2e-35  124.3   0.3   3.3e-09   38.5   0.0   4.1   4   0   0   4   4   4   4 -
g39542.t1            -          PF13519_full         -            3.4e-33  117.0  16.1   2.6e-05   25.7   0.1   6.3   6   0   0   6   6   6   6 -
g5363.t1             -          PF13519_full         -            1.1e-32  115.4   2.9   1.7e-07   32.9   0.0   6.6   7   0   0   7   7   6   4 -
g39541.t2            -          PF13519_full         -            5.6e-32  113.0  15.8   9.6e-06   27.1   0.0   5.2   4   1   0   5   5   5   5 -
g39541.t1            -          PF13519_full         -            7.7e-32  112.6  15.7     1e-05   27.0   0.0   5.2   4   1   0   5   5   5   5 -
g39545.t1            -          PF13519_full         -            6.3e-30  106.3   1.6   3.3e-09   38.5   0.0   3.2   3   0   0   3   3   3   3 -
g23242.t2            -          PF13519_full         -            1.3e-27   98.8   0.0   8.6e-16   60.0   0.0   2.2   2   0   0   2   2   2   2 -
g23242.t1            -          PF13519_full         -            1.5e-27   98.5   0.0   9.6e-16   59.9   0.0   2.2   2   0   0   2   2   2   2 -
g46575.t1            -          PF13519_full         -            3.6e-27   97.3   0.0   1.1e-26   95.8   0.0   1.8   1   0   0   1   1   1   1 -
g11618.t1            -          PF13519_full         -            5.2e-25   90.2  38.4   1.2e-08   36.7   4.4   5.6   4   1   0   5   5   4   4 -
g11618.t2            -          PF13519_full         -            5.5e-25   90.1  37.9   6.6e-09   37.5   3.5   5.6   4   1   2   6   6   4   4 -
g11383.t1            -          PF13519_full         -            8.1e-25   89.6   0.0   1.7e-24   88.5   0.0   1.5   1   0   0   1   1   1   1 -
g36121.t1            -          PF13519_full         -            1.7e-24   88.6   0.0   3.5e-24   87.5   0.0   1.4   1   0   0   1   1   1   1 -
g5680.t1             -          PF13519_full         -            1.1e-23   85.8   0.9   9.5e-08   33.7   0.0   3.5   3   0   0   3   3   3   3 -
g25604.t1            -          PF13519_full         -            1.9e-23   85.1   0.0   3.2e-23   84.4   0.0   1.3   1   0   0   1   1   1   1 -
g36123.t1            -          PF13519_full         -            3.2e-23   84.4   0.0     5e-23   83.7   0.0   1.2   1   0   0   1   1   1   1 -
g20843.t2            -          PF13519_full         -            4.8e-23   83.8  15.6   1.4e-06   29.9   0.1   5.2   5   0   0   5   5   4   4 -
g22098.t1            -          PF13519_full         -              1e-22   82.8   0.1   7.7e-06   27.4   0.0   3.4   3   0   0   3   3   3   3 -
g20843.t1            -          PF13519_full         -            1.1e-22   82.6  15.0   1.9e-06   29.5   0.1   5.1   5   0   0   5   5   4   4 -
g15087.t1            -          PF13519_full         -            1.6e-22   82.1   0.0   1.8e-12   49.1   0.0   2.1   1   1   0   2   2   2   2 -
g19458.t1            -          PF13519_full         -            3.7e-22   80.9   0.1   2.5e-21   78.2   0.0   2.2   2   0   0   2   2   1   1 -
g9049.t1             -          PF13519_full         -            5.7e-22   80.3   0.0   2.1e-11   45.7   0.0   2.1   2   0   0   2   2   2   2 -
g32576.t1            -          PF13519_full         -              8e-22   79.8   0.0   1.8e-05   26.2   0.0   3.6   3   0   0   3   3   3   3 -
g19458.t2            -          PF13519_full         -            1.2e-21   79.3   0.1   5.7e-21   77.0   0.0   2.1   2   0   0   2   2   1   1 -
g13106.t1            -          PF13519_full         -            8.3e-21   76.5   3.3     7e-09   37.4   0.0   3.1   3   0   0   3   3   3   3 -
g5684.t3             -          PF13519_full         -            1.3e-20   75.9   0.0   9.7e-10   40.2   0.0   2.8   2   0   0   2   2   2   2 -
g5684.t1             -          PF13519_full         -            1.3e-20   75.8   0.0   9.8e-10   40.2   0.0   2.8   2   0   0   2   2   2   2 -
g5684.t2             -          PF13519_full         -            1.3e-20   75.8   0.0   9.7e-10   40.2   0.0   2.7   2   0   0   2   2   2   2 -
g4999.t1             -          PF13519_full         -            2.2e-20   75.1   0.0   1.4e-09   39.7   0.0   2.1   2   0   0   2   2   2   2 -
g9545.t1             -          PF13519_full         -            3.2e-20   74.6   0.1     5e-20   73.9   0.1   1.2   1   0   0   1   1   1   1 -
g22099.t1            -          PF13519_full         -            5.7e-20   73.7   4.2   3.3e-09   38.5   0.0   3.4   3   0   0   3   3   3   3 -
g9549.t1             -          PF13519_full         -            8.1e-20   73.2   0.0   1.3e-19   72.5   0.0   1.2   1   0   0   1   1   1   1 -
g9543.t2             -          PF13519_full         -            1.8e-19   72.1   0.0   3.4e-19   71.2   0.0   1.3   1   0   0   1   1   1   1 -
g9543.t1             -          PF13519_full         -            1.8e-19   72.1   0.0   3.4e-19   71.2   0.0   1.3   1   0   0   1   1   1   1 -
g2275.t2             -          PF13519_full         -            5.6e-19   70.5   0.2   1.2e-09   40.0   0.1   2.4   2   0   0   2   2   2   2 -
g2275.t1             -          PF13519_full         -            6.3e-19   70.3   0.1   1.3e-09   39.8   0.0   2.4   2   0   0   2   2   2   2 -
g46866.t1            -          PF13519_full         -            9.4e-19   69.7   0.0   1.7e-18   68.9   0.0   1.3   1   0   0   1   1   1   1 -
g30976.t1            -          PF13519_full         -            1.1e-18   69.6   0.0   2.5e-10   42.1   0.0   2.2   2   0   0   2   2   2   2 -
g9542.t1             -          PF13519_full         -            2.7e-18   68.2   0.0   5.5e-18   67.2   0.0   1.4   1   0   0   1   1   1   1 -
g5017.t1             -          PF13519_full         -            3.2e-18   68.0   0.0     9e-10   40.3   0.0   2.2   2   0   0   2   2   2   2 -
g39454.t2            -          PF13519_full         -            9.7e-18   66.4   3.9   3.6e-10   41.6   0.3   2.2   2   0   0   2   2   2   2 -
g39454.t1            -          PF13519_full         -              1e-17   66.4   3.9   3.7e-10   41.6   0.3   2.2   2   0   0   2   2   2   2 -
g26344.t1            -          PF13519_full         -            6.7e-17   63.7   0.1   1.4e-16   62.6   0.1   1.4   1   0   0   1   1   1   1 -
g5009.t1             -          PF13519_full         -            9.2e-17   63.2   0.0   2.7e-08   35.5   0.0   2.2   2   0   0   2   2   2   2 -
g9048.t1             -          PF13519_full         -            9.3e-17   63.2   0.0   1.1e-16   63.0   0.0   1.1   1   0   0   1   1   1   1 -
